step time inner_iter continuity_l2 mom_u_l2 mom_v_l2
3570 6.305171e+00 1 2.477134e-05 4.313658e-12 3.148563e-15
3580 6.320856e+00 1 2.473320e-05 4.320978e-12 3.153903e-15
3590 6.336532e+00 1 2.469517e-05 4.328319e-12 3.159243e-15
3600 6.352201e+00 1 2.465727e-05 4.335680e-12 3.164583e-15
3610 6.367861e+00 1 2.461948e-05 4.343062e-12 3.169923e-15
3620 6.383513e+00 1 2.458181e-05 4.350465e-12 3.175264e-15
3630 6.399157e+00 1 2.454426e-05 4.357887e-12 3.180604e-15
3640 6.414793e+00 1 2.450682e-05 4.365329e-12 3.185945e-15
3650 6.430421e+00 1 2.446950e-05 4.372791e-12 3.191286e-15
3660 6.446040e+00 1 2.443229e-05 4.380272e-12 3.196627e-15
3670 6.461652e+00 1 2.439519e-05 4.387773e-12 3.201969e-15
3680 6.477256e+00 1 2.435821e-05 4.395293e-12 3.207311e-15
3690 6.492852e+00 1 2.432133e-05 4.402832e-12 3.212653e-15
3700 6.508439e+00 1 2.428457e-05 4.410390e-12 3.217995e-15
3710 6.524019e+00 1 2.424791e-05 4.417966e-12 3.223337e-15
3720 6.539591e+00 1 2.421136e-05 4.425561e-12 3.228680e-15
3730 6.555155e+00 1 2.417491e-05 4.433174e-12 3.234024e-15
3740 6.570711e+00 1 2.413857e-05 4.440806e-12 3.239367e-15
3750 6.586260e+00 1 2.410233e-05 4.448456e-12 3.244711e-15
